Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Danielle Schmidt,36,129000000.0,369509788.37,Long-term,low,Under 5 year
Kevin Jones,50,9000000.0,22044997.81,Short-term,medium,Under 7 year
Lisa James,33,149000000.0,358803783.87,Long-term,high,Under 7 year
Cindy Garza,48,2000000.0,4350163.2,Long-term,high,Under 1 year
Tyler Rodriguez,29,119000000.0,251447794.12,Medium-term,high,Under 5 year
Wesley Mendoza,34,88000000.0,201987588.06,Short-term,low,Under 7 year
Alison Sanchez,56,14000000.0,21885352.66,Medium-term,high,Under 6 year
Heather Torres,60,43000000.0,73855387.85,Medium-term,medium,Under 4 year
Heidi Campos,51,24000000.0,44702962.4,Short-term,medium,Under 3 year
Lisa Davis,60,62000000.0,167494202.03,Short-term,low,Under 7 year
Ashley Gonzalez,44,134000000.0,292650521.85,Long-term,low,Under 4 year
Shelby Murray,25,40000000.0,93698666.49,Long-term,low,Under 0 year
Christopher Berry,51,111000000.0,243453895.32,Long-term,low,Under 5 year
Andre Moreno,55,15000000.0,24279677.05,Medium-term,high,Under 6 year
Jamie Hall,50,103000000.0,160319716.96,Long-term,medium,Under 9 year
Rhonda Edwards,18,37000000.0,107319806.6,Long-term,medium,Under 0 year
Brandon West,19,1000000.0,1535363.55,Short-term,high,Under 8 year
Morgan Collins,46,66000000.0,113532087.84,Long-term,medium,Under 0 year
Angela Johnson,36,116000000.0,177107643.54,Long-term,high,Under 7 year
Lauren Mitchell,60,99000000.0,291249502.12,Medium-term,low,Under 5 year
Craig Thomas,26,6000000.0,12976765.8,Short-term,medium,Under 0 year
Diana Harris,42,130000000.0,205076187.78,Medium-term,low,Under 1 year
Melissa Munoz,32,139000000.0,286533379.56,Long-term,high,Under 6 year
Denise Nunez,43,25000000.0,43239345.58,Long-term,medium,Under 0 year
Alexis Freeman,36,77000000.0,147417423.76,Medium-term,medium,Under 3 year
Kenneth Jones,37,49000000.0,100985388.94,Medium-term,low,Under 2 year
Darlene Glover,39,38000000.0,90621731.36,Medium-term,low,Under 6 year
Marcus Becker,65,146000000.0,404842898.83,Long-term,low,Under 2 year
Cathy Kelly,64,23000000.0,49533148.49,Short-term,medium,Under 7 year
Lauren Brewer,38,116000000.0,306911901.95,Short-term,low,Under 7 year
Christina Mitchell,61,5000000.0,12511722.62,Medium-term,medium,Under 2 year
Jacqueline Macias,19,62000000.0,108443730.41,Long-term,high,Under 4 year
Catherine Davis,21,128000000.0,273454123.13,Medium-term,low,Under 4 year
Emily Johnson,37,120000000.0,298807412.83,Medium-term,medium,Under 5 year
Brandon Smith,42,139000000.0,245747407.54,Long-term,high,Under 7 year
Susan Malone,29,72000000.0,158308355.35,Long-term,medium,Under 8 year
Taylor Davis,27,127000000.0,262798328.16,Long-term,medium,Under 0 year
Scott Hernandez,21,85000000.0,154960771.42,Medium-term,high,Under 9 year
Daniel Johnson,37,129000000.0,267179938.69,Short-term,low,Under 6 year
Tony Reynolds,35,43000000.0,65716349.29,Short-term,medium,Under 9 year
Phillip Cummings,36,98000000.0,175204372.05,Long-term,low,Under 5 year
Chelsea Ramirez,45,63000000.0,131734430.23,Short-term,low,Under 4 year
Amanda Walker,19,88000000.0,213893574.39,Long-term,medium,Under 6 year
Crystal Paul DDS,64,112000000.0,273389993.77,Medium-term,low,Under 9 year
Anthony Larson,60,6000000.0,13937832.45,Long-term,low,Under 7 year
Lori Thompson,26,99000000.0,249320617.08,Long-term,medium,Under 8 year
Jessica Lindsey,19,110000000.0,271703705.23,Long-term,medium,Under 2 year
Anthony Cox,37,110000000.0,282775145.19,Long-term,low,Under 3 year
Jacqueline Morales,31,102000000.0,157731342.14,Short-term,low,Under 6 year
Christopher Garcia,45,47000000.0,95622056.16,Long-term,high,Under 7 year
Miss Heather Anderson,63,84000000.0,231106199.96,Medium-term,high,Under 7 year
Sandra Wilson,51,46000000.0,112977643.91,Long-term,medium,Under 9 year
Gregg Harris,27,8000000.0,20057617.7,Short-term,low,Under 3 year
Joshua Vargas,24,36000000.0,92778084.59,Long-term,medium,Under 9 year
Jonathan Rojas,26,12000000.0,28188087.86,Long-term,low,Under 3 year
Hannah Peterson,65,50000000.0,97643764.92,Medium-term,high,Under 1 year
Cheryl Lee,22,142000000.0,381390421.82,Long-term,low,Under 3 year
Robert Thomas,50,98000000.0,269325162.37,Short-term,high,Under 4 year
Christina Jones,27,54000000.0,92008586.29,Short-term,low,Under 0 year
Melanie Ward,33,150000000.0,359028296.72,Long-term,high,Under 5 year
Jacob Kennedy,26,1000000.0,1552310.12,Short-term,medium,Under 5 year
Nicholas Henderson,60,99000000.0,204423571.83,Medium-term,low,Under 9 year
Amy Smith,50,123000000.0,313346292.38,Medium-term,high,Under 6 year
Robert Brown,34,78000000.0,222620191.33,Long-term,medium,Under 2 year
Ernest Lopez,20,21000000.0,54608292.99,Medium-term,high,Under 8 year
Melissa Solis,39,7000000.0,20653417.09,Long-term,high,Under 6 year
Brandon Hernandez,45,43000000.0,122012678.97,Short-term,medium,Under 2 year
Cheryl Robertson,26,101000000.0,262251314.72,Short-term,high,Under 3 year
Douglas Stone,49,81000000.0,197640261.06,Short-term,medium,Under 4 year
Karen Miranda,62,90000000.0,177078321.69,Long-term,medium,Under 5 year
Jennifer Grimes DVM,55,45000000.0,114549080.53,Long-term,low,Under 4 year
William Adams,20,127000000.0,221694320.06,Long-term,high,Under 8 year
Nathan Benson,59,84000000.0,183827454.19,Long-term,medium,Under 2 year
Vincent Hughes,25,66000000.0,157684580.99,Short-term,high,Under 7 year
Sean Jones,39,67000000.0,165629669.1,Long-term,low,Under 8 year
Lisa Rogers,52,30000000.0,58269626.58,Short-term,low,Under 9 year
Lisa Castillo,26,146000000.0,349615165.62,Short-term,low,Under 3 year
Donna Smith,18,31000000.0,63012874.89,Short-term,low,Under 2 year
Miguel Terry,46,124000000.0,214696246.48,Long-term,low,Under 8 year
Karen Palmer,60,83000000.0,241938251.72,Medium-term,high,Under 7 year
Alan Hardy,50,24000000.0,37873153.47,Short-term,high,Under 0 year
Megan Ryan,41,141000000.0,336316224.38,Medium-term,low,Under 9 year
Nicole Herrera,36,113000000.0,305918343.2,Medium-term,low,Under 6 year
Mr. Jeffrey Barber Jr.,25,110000000.0,264242190.53,Medium-term,low,Under 0 year
Kevin Mcbride,65,127000000.0,215290393.3,Long-term,medium,Under 7 year
Dr. Debra Clements,62,100000000.0,218271921.2,Short-term,medium,Under 4 year
Richard Lucas,29,106000000.0,231991810.3,Medium-term,low,Under 7 year
Margaret Houston,36,73000000.0,161306021.1,Short-term,low,Under 3 year
Mary Rowland MD,53,21000000.0,35654919.81,Long-term,low,Under 6 year
Brian Taylor,29,6000000.0,17986557.71,Long-term,low,Under 6 year
Aaron Tanner,58,102000000.0,192201101.41,Short-term,low,Under 6 year
Sharon Morgan,40,116000000.0,281558381.88,Short-term,high,Under 3 year
Kevin Hodge MD,48,72000000.0,193025252.12,Medium-term,low,Under 1 year
David Cruz,57,42000000.0,98626802.92,Medium-term,high,Under 8 year
Gina Nguyen,64,99000000.0,169680206.69,Long-term,high,Under 6 year
Bryan Allen,33,131000000.0,196660637.55,Medium-term,low,Under 4 year
Amanda Flores,59,97000000.0,224458893.15,Long-term,medium,Under 4 year
Richard Anderson,41,23000000.0,48709111.85,Medium-term,low,Under 7 year
Victoria Freeman,47,26000000.0,50483136.97,Short-term,low,Under 4 year
Karen Lopez,23,128000000.0,306825610.84,Medium-term,low,Under 7 year
Kristin Sanford,60,106000000.0,195902390.66,Short-term,low,Under 7 year
Dr. Arthur Fisher MD,25,20000000.0,53584782.37,Long-term,medium,Under 2 year
Joanna Bradshaw,53,112000000.0,269354880.69,Long-term,medium,Under 8 year
Rachel Kaufman,18,60000000.0,101804475.86,Medium-term,low,Under 6 year
Jacob Davidson,20,36000000.0,58609794.82,Medium-term,low,Under 0 year
Lori Hernandez,57,106000000.0,230987965.32,Long-term,high,Under 7 year
William Ferguson,45,145000000.0,409244097.09,Medium-term,low,Under 3 year
Steven Walsh,47,8000000.0,17159184.5,Long-term,low,Under 3 year
Brittany Robinson,21,53000000.0,116581087.46,Long-term,medium,Under 1 year
Wayne Hanna,21,112000000.0,242846959.4,Short-term,medium,Under 6 year
Tanya Reyes,48,69000000.0,173209871.51,Long-term,low,Under 9 year
Erin Brown,43,44000000.0,67162007.91,Short-term,high,Under 3 year
Steven Hall,47,47000000.0,100398900.16,Short-term,medium,Under 6 year
Michael Williams,63,114000000.0,320248322.95,Short-term,high,Under 9 year
Natalie Caldwell,59,33000000.0,87925700.05,Long-term,high,Under 6 year
Kaitlyn Munoz,25,13000000.0,35929069.6,Short-term,low,Under 6 year
James Warren,20,120000000.0,211896026.56,Short-term,low,Under 0 year
Carrie Pierce,54,56000000.0,108467775.81,Short-term,medium,Under 0 year
Joel Gutierrez,57,143000000.0,331432231.32,Medium-term,high,Under 5 year
John Banks,36,94000000.0,247805747.49,Short-term,medium,Under 5 year
Jennifer Woods,56,28000000.0,54543627.96,Medium-term,low,Under 2 year
William Powell,21,56000000.0,131567948.4,Long-term,high,Under 1 year
Kenneth Knight,35,147000000.0,266903209.95,Medium-term,low,Under 2 year
Elizabeth Boone,37,28000000.0,51850533.56,Medium-term,low,Under 6 year
Michelle Richardson,54,97000000.0,227195747.22,Long-term,high,Under 5 year
Marcus Andrews,42,53000000.0,102182225.12,Long-term,medium,Under 2 year
Joshua Walker,64,122000000.0,318596204.72,Long-term,low,Under 1 year
Mary Day,34,20000000.0,43315205.65,Medium-term,low,Under 8 year
Robert Rubio,56,32000000.0,67535184.71,Long-term,low,Under 3 year
Ivan Willis,65,120000000.0,223263312.32,Medium-term,low,Under 8 year
Morgan Farley,43,16000000.0,28282360.64,Long-term,high,Under 7 year
Peggy Ellis,51,55000000.0,104933068.32,Long-term,low,Under 0 year
Maria Friedman,36,9000000.0,13927796.88,Short-term,medium,Under 5 year
Nathan Sparks,19,74000000.0,201687542.43,Short-term,high,Under 1 year
Lee Davidson,36,103000000.0,203109319.61,Medium-term,low,Under 0 year
Paul Clarke,57,54000000.0,97564498.21,Medium-term,medium,Under 4 year
Gloria Bell,53,6000000.0,9599467.8,Long-term,high,Under 4 year
Courtney Davis,19,36000000.0,78405004.44,Short-term,low,Under 6 year
Zachary White,36,133000000.0,202007403.4,Short-term,low,Under 1 year
Adrian Gardner,32,35000000.0,66394880.62,Medium-term,medium,Under 2 year
Sheila Nelson,55,144000000.0,266033552.56,Short-term,medium,Under 9 year
Mr. Eric Zimmerman IV,65,27000000.0,47972928.74,Long-term,low,Under 8 year
William Little,50,67000000.0,166275125.35,Short-term,low,Under 1 year
Heather Sawyer,42,41000000.0,110334793.51,Medium-term,high,Under 3 year
Robert Kelly,49,26000000.0,45679125.67,Medium-term,medium,Under 5 year
Christina Martin,21,59000000.0,151846883.72,Long-term,medium,Under 2 year
Jennifer Hughes,22,20000000.0,48685102.62,Long-term,high,Under 7 year
Joshua Robinson,30,147000000.0,343650004.15,Long-term,high,Under 7 year
William Davis,23,132000000.0,253474571.37,Short-term,low,Under 9 year
Jason Haas,33,97000000.0,223775357.33,Medium-term,medium,Under 4 year
Dr. Joseph Gilmore MD,33,146000000.0,409627699.37,Short-term,high,Under 9 year
Aaron Colon,46,15000000.0,24241115.16,Long-term,medium,Under 2 year
Joanna Washington,26,109000000.0,245205270.15,Short-term,low,Under 9 year
Danielle Heath,23,51000000.0,135946115.75,Medium-term,high,Under 5 year
Heather King,48,131000000.0,284822743.81,Long-term,medium,Under 9 year
Stephanie Byrd,49,115000000.0,312032311.96,Long-term,low,Under 4 year
Stacy Robinson,64,107000000.0,310240722.01,Short-term,medium,Under 5 year
James Davies,36,144000000.0,250677845.17,Short-term,high,Under 9 year
Norma Holden,18,77000000.0,221725425.93,Long-term,high,Under 3 year
Zachary Quinn,45,127000000.0,352727628.08,Medium-term,low,Under 5 year
Erica Mccoy,33,140000000.0,278286665.87,Medium-term,low,Under 3 year
Charles Brown,64,51000000.0,138751004.29,Medium-term,low,Under 0 year
Jasmine Long PhD,42,67000000.0,154069503.08,Medium-term,low,Under 0 year
Michael Martinez,29,57000000.0,123880348.38,Long-term,low,Under 3 year
Samantha Spencer,58,111000000.0,181977945.3,Long-term,high,Under 0 year
Richard Smith,39,22000000.0,34813070.72,Long-term,low,Under 7 year
Lisa Benton,19,75000000.0,150543962.48,Short-term,medium,Under 4 year
Nicholas Armstrong,65,111000000.0,213244583.61,Medium-term,high,Under 7 year
Richard Evans,53,121000000.0,243488041.19,Short-term,medium,Under 7 year
Sydney Prince,29,34000000.0,88952580.13,Medium-term,medium,Under 3 year
Bradley Fox,22,75000000.0,179973439.85,Short-term,high,Under 1 year
Elizabeth Rodriguez,36,37000000.0,76543812.2,Short-term,medium,Under 9 year
Bradley Martinez,53,33000000.0,57294564.72,Short-term,medium,Under 3 year
James Garrett,60,19000000.0,55852127.08,Medium-term,low,Under 0 year
Bethany Walker,27,143000000.0,425405283.7,Long-term,high,Under 1 year
Carmen Williams,63,34000000.0,80224938.7,Medium-term,medium,Under 5 year
Paul Brown,29,145000000.0,242562085.9,Medium-term,low,Under 2 year
Debra Ford,58,137000000.0,366516107.76,Long-term,medium,Under 2 year
Mrs. Samantha Rhodes DDS,34,80000000.0,215311653.02,Medium-term,medium,Under 5 year
Randy Guzman,59,74000000.0,219122135.62,Short-term,high,Under 1 year
Gregory Martin,46,92000000.0,258905485.26,Long-term,high,Under 1 year
Jennifer Thompson,58,114000000.0,172683277.19,Long-term,high,Under 8 year
Angel Watkins,49,24000000.0,43691382.21,Long-term,low,Under 8 year
Courtney Velasquez,63,65000000.0,193511182.62,Medium-term,medium,Under 6 year
Monica Davis,36,93000000.0,205523253.11,Short-term,high,Under 4 year
John House,55,105000000.0,235003053.16,Long-term,medium,Under 8 year
Marc Richardson,49,9000000.0,23232345.76,Short-term,high,Under 0 year
James Clark,37,102000000.0,170497052.98,Long-term,low,Under 6 year
Tonya Lee,45,93000000.0,255158468.81,Short-term,high,Under 8 year
Theresa Bishop,49,41000000.0,85600029.44,Short-term,low,Under 3 year
Sara Stewart,60,96000000.0,259797887.29,Long-term,high,Under 5 year
Jacob Rodgers,33,94000000.0,169392209.27,Short-term,low,Under 8 year
Renee Miller,27,148000000.0,255762680.66,Long-term,high,Under 4 year
Sarah Hunt,50,93000000.0,203882176.42,Long-term,high,Under 4 year
Frank Simpson,28,54000000.0,124850128.36,Medium-term,medium,Under 1 year
Tanya Aguilar,49,126000000.0,205973646.08,Short-term,high,Under 8 year
Mary Peterson,30,31000000.0,51994461.33,Medium-term,high,Under 6 year
Carl Nelson,31,118000000.0,335695981.35,Long-term,high,Under 0 year
Tracy King,42,29000000.0,72124473.89,Short-term,high,Under 6 year
Dr. Gary Johnson,41,38000000.0,67830401.98,Short-term,low,Under 3 year
Nicole Garcia,55,135000000.0,398550151.72,Medium-term,low,Under 3 year
Rachel Williamson,24,117000000.0,343464607.99,Medium-term,medium,Under 9 year
Amy Atkinson,56,89000000.0,138561454.06,Long-term,medium,Under 5 year
Shelly Wood,31,135000000.0,350895191.57,Long-term,low,Under 5 year
Timothy Johnson,46,125000000.0,362961641.66,Short-term,high,Under 6 year
Samuel Orozco,37,125000000.0,370500009.78,Medium-term,medium,Under 7 year
Thomas Clark,30,40000000.0,85254800.51,Short-term,low,Under 1 year
Brett Wells,60,109000000.0,321834476.82,Long-term,high,Under 8 year
Ian Bowman,34,36000000.0,94007402.2,Short-term,low,Under 1 year
Derek Spence,32,23000000.0,37170260.09,Long-term,low,Under 7 year
Susan Pollard,27,88000000.0,250972358.26,Short-term,low,Under 7 year
Brenda Winters,62,131000000.0,392291291.89,Medium-term,high,Under 0 year
Tiffany Watkins MD,32,68000000.0,169320984.92,Long-term,medium,Under 0 year
Kimberly Jones,42,90000000.0,151595714.72,Long-term,medium,Under 3 year
Anthony Schultz,64,31000000.0,83219752.19,Medium-term,medium,Under 8 year
Susan Clements,28,145000000.0,315382333.51,Long-term,high,Under 7 year
Derek Carpenter,22,70000000.0,205667789.23,Medium-term,low,Under 1 year
Joseph Adams,65,71000000.0,187510730.94,Long-term,high,Under 4 year
Eric Watkins,63,122000000.0,219750719.9,Short-term,high,Under 3 year
Jimmy Phillips,64,74000000.0,209677412.09,Long-term,high,Under 5 year
Rodney Collins,38,127000000.0,280778804.2,Medium-term,high,Under 6 year
Andrew Romero,25,123000000.0,193976597.1,Short-term,low,Under 9 year
Mary Erickson,35,122000000.0,305387647.08,Short-term,medium,Under 1 year
Julia Johnson,61,66000000.0,190033147.71,Medium-term,medium,Under 3 year
Carrie Higgins DDS,32,66000000.0,118516082.88,Long-term,high,Under 1 year
John Mitchell,19,145000000.0,249867438.64,Short-term,low,Under 6 year
Kevin Allen,34,44000000.0,80831663.69,Short-term,low,Under 5 year
Brian Escobar,64,93000000.0,203349284.54,Long-term,low,Under 6 year
Amy Frazier,51,55000000.0,130114400.39,Medium-term,low,Under 0 year
Sheri Wallace,40,145000000.0,299992588.91,Short-term,low,Under 0 year
Shawn Lopez,46,32000000.0,53292593.83,Medium-term,medium,Under 1 year
Austin Mccarty,60,31000000.0,56555067.04,Long-term,high,Under 2 year
Matthew Lee DDS,54,29000000.0,84003330.35,Long-term,high,Under 3 year
Kevin Decker,57,30000000.0,50156658.14,Medium-term,high,Under 3 year
Kelly Fernandez,58,148000000.0,411790279.76,Long-term,medium,Under 9 year
Victor Pitts,51,80000000.0,184609698.8,Long-term,medium,Under 8 year
Julie Hawkins,36,15000000.0,31014990.17,Short-term,high,Under 3 year
Ashley Shea,25,64000000.0,141589880.2,Short-term,medium,Under 4 year
Paul Medina,56,25000000.0,42079510.33,Medium-term,medium,Under 8 year
Colton Huang,32,105000000.0,284109455.06,Medium-term,low,Under 8 year
Timothy Watts,25,6000000.0,9507389.72,Long-term,high,Under 6 year
Linda Rhodes,52,92000000.0,194288239.03,Short-term,low,Under 2 year
Amy Carter,57,16000000.0,28114543.14,Short-term,low,Under 0 year
Jessica Wright,65,105000000.0,170853153.42,Long-term,medium,Under 4 year
Lonnie Williams,58,77000000.0,167506852.73,Long-term,medium,Under 9 year
Robin Hayes,49,41000000.0,88799655.0,Medium-term,low,Under 2 year
Kimberly Miller,35,130000000.0,205010961.7,Medium-term,low,Under 5 year
Brian Erickson,36,42000000.0,66221477.05,Medium-term,low,Under 1 year
Marissa Sandoval,21,112000000.0,294974769.96,Medium-term,low,Under 4 year
Amber Humphrey,25,131000000.0,244737346.19,Medium-term,low,Under 4 year
Lauren Richardson,52,54000000.0,84524260.77,Medium-term,low,Under 3 year
David Mccarthy,53,115000000.0,214729175.81,Medium-term,high,Under 0 year
Brian Cobb,40,87000000.0,139936212.43,Long-term,low,Under 1 year
Yvonne Ayala,46,139000000.0,381123024.82,Short-term,medium,Under 8 year
Richard Leonard,63,101000000.0,295873810.7,Long-term,low,Under 3 year
Elizabeth Williams,21,81000000.0,145465754.81,Short-term,low,Under 3 year
Audrey Matthews,48,63000000.0,160170597.23,Long-term,medium,Under 9 year
Richard Sanchez,28,20000000.0,44034720.49,Short-term,medium,Under 1 year
Aaron Ali,26,15000000.0,38697718.64,Short-term,low,Under 4 year
Ann Taylor,24,17000000.0,35031646.81,Medium-term,high,Under 4 year
Lori Shaw,20,34000000.0,58463827.45,Short-term,low,Under 3 year
Daniel Green,48,3000000.0,6539816.32,Medium-term,medium,Under 7 year
Carlos Smith,58,21000000.0,48620774.97,Medium-term,medium,Under 8 year
Mrs. Mary Gonzalez,57,33000000.0,96788207.59,Medium-term,low,Under 9 year
Wesley Mooney,37,114000000.0,321803016.67,Medium-term,medium,Under 0 year
Daniel Stewart,63,22000000.0,57244656.77,Medium-term,high,Under 0 year
Connor Glass,65,16000000.0,31523084.43,Long-term,low,Under 4 year
Craig Roberts,49,119000000.0,231583481.04,Short-term,high,Under 6 year
Heather Vargas,22,138000000.0,335356133.82,Long-term,low,Under 9 year
Leah Jordan,65,133000000.0,272959392.18,Long-term,medium,Under 7 year
Heather Blevins,55,76000000.0,142088312.79,Short-term,high,Under 3 year
Samantha Shields,23,105000000.0,241824125.96,Long-term,medium,Under 2 year
Jennifer Campbell,38,137000000.0,248106802.71,Short-term,medium,Under 4 year
Brittany Guzman,32,99000000.0,212161175.45,Medium-term,high,Under 5 year
Aaron Williams Jr.,43,63000000.0,167297976.88,Medium-term,low,Under 5 year
Alexander Rivas,49,34000000.0,71964211.0,Long-term,low,Under 6 year
William Little,39,49000000.0,90106260.55,Short-term,low,Under 3 year
Erica Olson,22,43000000.0,115728075.49,Short-term,medium,Under 0 year
Derek Webster PhD,59,35000000.0,78071765.18,Short-term,high,Under 8 year
Brian Sanchez,60,15000000.0,37288093.26,Long-term,medium,Under 5 year
Stephanie Williams,25,127000000.0,296739497.61,Long-term,low,Under 4 year
Brian Fernandez,49,46000000.0,83760549.56,Long-term,low,Under 6 year
Lisa Stewart,27,3000000.0,6622035.68,Short-term,medium,Under 6 year
Kathryn Murphy,31,55000000.0,129910282.83,Long-term,high,Under 3 year
Scott Sherman,22,28000000.0,58244499.34,Long-term,low,Under 9 year
Brooke Douglas,39,24000000.0,59947598.15,Medium-term,high,Under 5 year
Christopher Gonzalez,63,106000000.0,236908890.58,Long-term,medium,Under 6 year
Jeanette Briggs,22,13000000.0,24112932.05,Long-term,low,Under 0 year
Megan Fernandez,36,140000000.0,259245774.74,Short-term,high,Under 6 year
Troy Smith,31,33000000.0,63965605.9,Short-term,high,Under 5 year
Joshua Mcbride,23,33000000.0,69163818.34,Medium-term,low,Under 5 year
Cassie Bryant,30,4000000.0,9684783.87,Long-term,low,Under 0 year
Jimmy Wilson,50,43000000.0,121536648.95,Short-term,low,Under 2 year
John Chen,45,125000000.0,270888396.61,Short-term,high,Under 9 year
Tammy Black,26,5000000.0,10086662.69,Short-term,low,Under 5 year
Lynn White,62,99000000.0,257403914.84,Short-term,high,Under 9 year
Scott Robinson,45,76000000.0,216662979.23,Short-term,low,Under 4 year
Ryan Smith,60,143000000.0,391783499.96,Medium-term,low,Under 8 year
Ryan Phillips,52,87000000.0,141063688.24,Short-term,high,Under 1 year
Lisa Hayes,27,25000000.0,54964503.37,Short-term,medium,Under 4 year
Karla Bailey,29,122000000.0,320637645.13,Short-term,high,Under 8 year
Preston Tyler,28,36000000.0,107594629.04,Medium-term,high,Under 5 year
Janice Goodwin,53,38000000.0,59463371.26,Long-term,high,Under 0 year
Sarah Barber,51,3000000.0,5636517.96,Medium-term,low,Under 9 year
David Copeland,18,102000000.0,218182839.69,Medium-term,medium,Under 6 year
Lisa Sanchez,64,126000000.0,359009245.65,Long-term,medium,Under 9 year
Michael Hansen,42,49000000.0,137402420.66,Short-term,low,Under 5 year
Kellie Clark,60,50000000.0,108672389.6,Short-term,low,Under 7 year
Jean Cabrera MD,52,16000000.0,43424577.92,Long-term,high,Under 4 year
Roberta Bennett,39,135000000.0,256328754.57,Long-term,medium,Under 6 year
Jason Hall,36,66000000.0,188019426.87,Long-term,low,Under 7 year
Chad Hinton,31,120000000.0,312420649.34,Short-term,medium,Under 1 year
Jeff Graham,61,132000000.0,389797326.09,Long-term,low,Under 2 year
Curtis Washington,51,72000000.0,139666880.19,Medium-term,high,Under 6 year
Joan Reynolds,44,62000000.0,153721047.47,Medium-term,low,Under 4 year
Lori Collier,59,112000000.0,334703542.57,Long-term,medium,Under 1 year
Mr. Jeffery Brown Jr.,30,149000000.0,430060001.27,Medium-term,high,Under 3 year
Karen Sanchez,33,113000000.0,299129619.87,Medium-term,medium,Under 8 year
Matthew Johnson Jr.,63,59000000.0,110736773.01,Long-term,high,Under 8 year
Emily Beltran,32,25000000.0,62416539.71,Short-term,medium,Under 8 year
Natalie Gardner,30,49000000.0,105169606.17,Medium-term,low,Under 0 year
Scott Hoffman,50,132000000.0,264084122.93,Long-term,low,Under 6 year
Thomas Hull,48,57000000.0,114266139.17,Short-term,high,Under 2 year
Molly Miller,39,67000000.0,195838121.79,Medium-term,medium,Under 8 year
Robin Mcdowell MD,42,51000000.0,105009106.81,Long-term,low,Under 2 year
Robert Cortez,20,137000000.0,276508582.0,Long-term,high,Under 9 year
Vincent Contreras,23,111000000.0,331242672.46,Short-term,low,Under 8 year
Rachel Graham DDS,37,100000000.0,227446819.12,Long-term,medium,Under 8 year
Martin King,20,13000000.0,26556194.67,Long-term,low,Under 7 year
Kevin Fisher,57,119000000.0,339565494.49,Medium-term,low,Under 8 year
Jorge Miller,21,91000000.0,251807494.81,Short-term,medium,Under 8 year
Victoria Henderson,42,103000000.0,241332756.71,Long-term,medium,Under 9 year
Matthew Reese,43,125000000.0,217671566.73,Long-term,high,Under 4 year
Jennifer Rivera,54,124000000.0,188501910.54,Medium-term,low,Under 8 year
Jennifer Garza,36,64000000.0,102378411.43,Long-term,low,Under 2 year
Mark Odonnell,33,31000000.0,81710611.98,Long-term,high,Under 3 year
Mary Sullivan,43,111000000.0,175179297.92,Medium-term,high,Under 1 year
Lauren Keith,19,21000000.0,47262750.9,Medium-term,high,Under 8 year
Nicholas Thompson,19,63000000.0,95637607.51,Long-term,high,Under 7 year
Dr. Shawn Smith,61,66000000.0,135982887.57,Medium-term,medium,Under 9 year
Daniel Clark,41,138000000.0,251028774.24,Medium-term,medium,Under 7 year
Sarah Hanson,42,36000000.0,102276800.01,Medium-term,high,Under 9 year
Olivia Montoya,46,99000000.0,254385935.12,Short-term,high,Under 2 year
Nichole Andrade,46,107000000.0,277643064.7,Short-term,low,Under 6 year
Sergio Hahn,20,147000000.0,283118903.45,Long-term,high,Under 8 year
Ana Harris,45,16000000.0,31405876.1,Long-term,high,Under 8 year
Nicole Davis,57,130000000.0,223219239.79,Short-term,high,Under 9 year
Angela Ferrell,24,69000000.0,125608934.13,Short-term,low,Under 5 year
Diana Smith,54,37000000.0,73344196.02,Long-term,medium,Under 7 year
Jamie Allen,22,8000000.0,12706708.09,Medium-term,medium,Under 0 year
Jennifer Maldonado,54,40000000.0,119512572.44,Short-term,high,Under 3 year
Rick Crane,60,142000000.0,352144328.22,Short-term,medium,Under 8 year
John Bennett,21,144000000.0,305967874.76,Short-term,medium,Under 0 year
John Rose,43,99000000.0,183774483.7,Short-term,low,Under 3 year
Nathan Cowan,40,42000000.0,120171909.83,Long-term,low,Under 0 year
Michael Smith,39,119000000.0,320280987.0,Medium-term,medium,Under 2 year
Austin King,32,41000000.0,102935534.87,Medium-term,low,Under 3 year
Jessica Everett,24,119000000.0,337463357.17,Medium-term,low,Under 1 year
Catherine Cook,62,83000000.0,169630605.0,Medium-term,high,Under 5 year
Julie Evans,60,83000000.0,229851000.15,Long-term,medium,Under 7 year
Karen Pena,34,76000000.0,227509430.09,Long-term,medium,Under 5 year
Michael Phillips,46,71000000.0,198258077.26,Medium-term,low,Under 4 year
Regina Contreras,60,134000000.0,366904930.71,Short-term,low,Under 5 year
Pamela Knight,41,100000000.0,196423134.49,Short-term,high,Under 8 year
Patrick Ortega,21,88000000.0,195771316.23,Medium-term,high,Under 0 year
Jennifer Lane,53,41000000.0,100790963.48,Short-term,medium,Under 0 year
Elizabeth Levy,33,51000000.0,126639654.79,Short-term,low,Under 9 year
Wanda Curtis,26,125000000.0,341801236.3,Long-term,low,Under 0 year
Chad Calderon,43,78000000.0,200672155.24,Short-term,high,Under 6 year
Melanie Carter,60,111000000.0,303035028.09,Short-term,medium,Under 3 year
Lisa Finley,46,97000000.0,270313054.15,Medium-term,medium,Under 3 year
Miss Maria Ball,51,133000000.0,227318361.96,Long-term,medium,Under 1 year
Kevin Martinez,31,45000000.0,120372044.25,Medium-term,medium,Under 4 year
Paula Robinson,26,82000000.0,242422244.74,Short-term,medium,Under 9 year
John Wagner,56,107000000.0,163870481.56,Long-term,medium,Under 4 year
